data,d,T,noise,prior_acc,seed,variant,variant_name,tau,time,w0_auroc,w0_auprc,w0_f1,w0_shd_norm,comb_auroc,comb_auprc,comb_f1,comb_shd_norm
synthetic,20,500,gaussian,0.3,3,A,NoPrior,1.0,38.96623492240906,0.8177966101694915,0.45976603794453674,0.6222222222217066,0.04473684210526316,0.80625,0.5524855154011927,0.6290322580640065,0.12105263157894737
synthetic,20,500,gaussian,0.3,4,C,FullModel,0.05000000074505806,36.08944082260132,0.8889294848374132,0.6283155813634682,0.7555555555550221,0.02894736842105263,0.9157778779229884,0.7014625669212717,0.7401574803144491,0.0868421052631579
synthetic,20,500,gaussian,0.3,4,F,HardMask,,29.37384557723999,0.27085616855437833,0.06247690231770353,0.11414392059542529,0.9394736842105263,0.30444144008812773,0.158588769127883,0.2844243792322603,0.8342105263157895
synthetic,20,500,gaussian,0.3,4,A,NoPrior,1.0,44.93765068054199,0.9107295091949823,0.6610278366899477,0.8085106382973382,0.02368421052631579,0.911221270842722,0.6941224322642524,0.6999999999994949,0.11052631578947368
synthetic,20,500,gaussian,0.6,0,C,FullModel,1.3233668804168701,46.025734186172485,0.8687140804597702,0.5623055058355377,0.7241379310339631,0.042105263157894736,0.873576529627485,0.7013697185570122,0.7328244274804049,0.09210526315789473
synthetic,20,500,gaussian,0.6,0,F,HardMask,,36.264416217803955,0.6622216235632183,0.33746547282470774,0.5283018867919543,0.06578947368421052,0.6933265778807179,0.43030465832372644,0.5289256198342062,0.15
synthetic,20,500,gaussian,0.6,0,A,NoPrior,1.0,44.460631132125854,0.8216594827586207,0.476725356525152,0.6031746031740841,0.06578947368421052,0.7890851187029531,0.5476368177133433,0.6201550387591805,0.12894736842105264
synthetic,20,500,gaussian,0.6,1,C,FullModel,0.9302009344100952,45.864471197128296,0.8488230519480521,0.5224901665876152,0.6666666666661427,0.04736842105263158,0.8557479829384861,0.6400732603807754,0.6607142857137779,0.1
synthetic,20,500,gaussian,0.6,1,F,HardMask,,35.81943154335022,0.6080560064935066,0.3165466184329887,0.4090909090904277,0.06842105263157895,0.6409887455676037,0.407633536418637,0.4086021505371743,0.14473684210526316
synthetic,20,500,gaussian,0.6,1,A,NoPrior,1.0,44.16905498504639,0.9800121753246753,0.8971609901941618,0.9473684210520985,0.007894736842105263,0.9022046353872244,0.7858992523131493,0.7692307692302692,0.06315789473684211
synthetic,20,500,gaussian,0.6,2,C,FullModel,1.0006376504898071,46.02027654647827,0.9053136704119851,0.6581724705577028,0.7499999999994689,0.031578947368421054,0.8817554722720115,0.7059826434008731,0.7454545454540324,0.07368421052631578
synthetic,20,500,gaussian,0.6,2,F,HardMask,,36.25012803077698,0.7205056179775281,0.4450867803005961,0.5454545454540247,0.05263157894736842,0.6820650697952311,0.44509290866097856,0.5052631578942461,0.12368421052631579
synthetic,20,500,gaussian,0.6,2,A,NoPrior,1.0,39.44062519073486,0.8560393258426966,0.639576581574213,0.666666666666159,0.034210526315789476,0.8300472543588072,0.6390645604015472,0.6428571428566315,0.10526315789473684
synthetic,20,500,gaussian,0.6,3,C,FullModel,0.9780749678611755,41.15225100517273,0.9273142112125163,0.7266398503245504,0.8399999999994672,0.021052631578947368,0.899375,0.7672926515489015,0.7826086956516611,0.06578947368421052
synthetic,20,500,gaussian,0.6,3,F,HardMask,,32.6055805683136,0.7634724033029118,0.4396182168267,0.6153846153840917,0.05263157894736842,0.77421875,0.5217064953427052,0.615384615384105,0.11842105263157894
synthetic,20,500,gaussian,0.6,3,A,NoPrior,1.0,38.86445951461792,0.8177966101694915,0.45976603794453674,0.6222222222217066,0.04473684210526316,0.80625,0.5524855154011927,0.6290322580640065,0.12105263157894737
synthetic,20,500,gaussian,0.6,4,C,FullModel,1.3148343563079834,40.25268363952637,0.8919741809767385,0.6440667764786726,0.7555555555550221,0.02894736842105263,0.9026588553402433,0.7083007459132928,0.7333333333328222,0.08421052631578947
synthetic,20,500,gaussian,0.6,4,F,HardMask,,33.05688166618347,0.6731823164048228,0.31178860572995293,0.5128205128200025,0.05,0.674678283511091,0.3848803937002241,0.5123966942143683,0.15526315789473685
synthetic,20,500,gaussian,0.6,4,A,NoPrior,1.0,38.845545291900635,0.9107295091949823,0.6610278366899477,0.8085106382973382,0.02368421052631579,0.911221270842722,0.6941224322642524,0.6999999999994949,0.11052631578947368
synthetic,20,500,gaussian,0.9,0,C,FullModel,1.7585816383361816,39.52542781829834,0.9560883620689655,0.863467406543504,0.85714285714233,0.02368421052631579,0.9203821656050956,0.8532386459478575,0.847999999999488,0.05
synthetic,20,500,gaussian,0.9,0,F,HardMask,,33.240060329437256,0.9316630747126436,0.8209052387290892,0.8709677419349563,0.021052631578947368,0.9587434858135495,0.89289740673407,0.8799999999994874,0.039473684210526314
synthetic,20,500,gaussian,0.9,0,A,NoPrior,1.0,42.64231562614441,0.8216594827586207,0.476725356525152,0.6031746031740841,0.06578947368421052,0.7890851187029531,0.5476368177133433,0.6201550387591805,0.12894736842105264
synthetic,20,500,gaussian,0.9,1,C,FullModel,1.6159310340881348,38.116825103759766,1.0,1.0,0.9999999999994644,0.0,0.9557017318464465,0.903979917206117,0.8623853211004087,0.039473684210526314
synthetic,20,500,gaussian,0.9,1,F,HardMask,,28.106284856796265,0.9457183441558442,0.8575588036767159,0.905660377357958,0.013157894736842105,0.9541600287784572,0.9088248954088225,0.8807339449536193,0.034210526315789476
synthetic,20,500,gaussian,0.9,1,A,NoPrior,1.0,34.815747022628784,0.9800121753246753,0.8971609901941618,0.9473684210520985,0.007894736842105263,0.9022046353872244,0.7858992523131493,0.7692307692302692,0.06315789473684211
synthetic,20,500,gaussian,0.9,2,C,FullModel,1.755098819732666,36.860708236694336,1.0,0.9999999999999998,0.9999999999994584,0.0,0.9406333170387268,0.9042862242780723,0.873786407766479,0.034210526315789476
synthetic,20,500,gaussian,0.9,2,F,HardMask,,29.675403118133545,0.9757139513108615,0.9609649122807017,0.9787234042547778,0.002631578947368421,0.9664602683178534,0.9282401281436612,0.8807339449536132,0.034210526315789476
synthetic,20,500,gaussian,0.9,2,A,NoPrior,1.0,35.90465259552002,0.8560393258426966,0.639576581574213,0.666666666666159,0.034210526315789476,0.8300472543588072,0.6390645604015472,0.6428571428566315,0.10526315789473684
synthetic,20,500,gaussian,0.9,3,C,FullModel,1.7909687757492065,36.575830936431885,0.9873967840069535,0.9641123905609239,0.9615384615379245,0.005263157894736842,0.9358333333333334,0.9165513713600897,0.9217391304342674,0.02368421052631579
synthetic,20,500,gaussian,0.9,3,F,HardMask,,29.499390125274658,1.0,0.9999999999999998,0.9999999999994615,0.0,0.99546875,0.9813245731288286,0.9322033898299928,0.021052631578947368
synthetic,20,500,gaussian,0.9,3,A,NoPrior,1.0,36.054404497146606,0.8177966101694915,0.45976603794453674,0.6222222222217066,0.04473684210526316,0.80625,0.5524855154011927,0.6290322580640065,0.12105263157894737
synthetic,20,500,gaussian,0.9,4,C,FullModel,1.7075316905975342,36.84898853302002,1.0,0.9999999999999999,0.9999999999994567,0.0,0.9684542586750788,0.9325418180236039,0.8869565217386195,0.034210526315789476
synthetic,20,500,gaussian,0.9,4,F,HardMask,,29.655252695083618,0.9469004993301668,0.9102816114009029,0.9130434782603299,0.010526315789473684,0.9483501076561012,0.8930609568193522,0.87096774193497,0.042105263157894736
synthetic,20,500,gaussian,0.9,4,A,NoPrior,1.0,36.22031307220459,0.9107295091949823,0.6610278366899477,0.8085106382973382,0.02368421052631579,0.911221270842722,0.6941224322642524,0.6999999999994949,0.11052631578947368
